,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
43,1751677572-48,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/certain-peach-georgette-anarkali-suit-lstv01802.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/c/e/certain-peach-georgette-anarkali-suit-lstv01802_1_.jpg,Certain Peach Georgette Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Santoon,Peach,"Festival Wear, Wedding Wear, Party Wear, Diwali, New Year, Eid, Karva Chauth",All-season,54000,43%,"Crystal Work, Hand Work, Sequins Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
44,1751677581-49,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/bluish-grey-chanderi-party-wear-anarkali-suit-lstv112178.html,Digital Print,https://assets2.andaazfashion.com/media/catalog/product/b/l/bluish-grey-chanderi-party-wear-anarkali-suit-lstv112178-1.jpg,Bluish Grey Chanderi Party Wear Anarkali Suit,Women,Anarkali,Traditional,Chanderi,Lycra,Bluish Grey,"Party Wear, Festival Wear",All-season,51000,24%,Digital Print,Digital Print,Women,One size fits most,Matching,Heels
45,1751677587-50,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/crystal-embroidered-georgette-beige-anarkali-suit-lstv01789.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-anarkali-suit-1-lstv01789.jpg,Crystal Embroidered Georgette Beige Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Santoon,Beige,"Festival Wear, Wedding Wear, Party Wear, Sangeet, Mehndi",All-season,60000,27%,"Crystal Work, Stone Work, Beads Work, Hand Work, Sequins Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,,,
46,1751677599-51,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/hooker-s-green-silk-anarkali-suit-lstv01793.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/g/r/green-anarkali-suit-1-lstv01793.jpg,Green Color Silk Anarkali Suit,Women,Anarkali,Traditional,Silk,Santoon,Green,"Festival Wear, Party Wear, Diwali",All-season,63900,18%,"Nakshi Work, Hand Work, Sequins Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
47,1751677610-52,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/banglori-silk-anarkali-suit-in-carrot-pink-color-lstv05606.html,"Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/b/a/banglori-silk-anarkali-suit-in-carrot-pink-color-lstv05606.jpg,Silk Anarkali Suit In Carrot Pink Color,Women,Anarkali,Traditional,Silk,Silk,Carrot Pink,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,39900,72%,"Zari Work, Stone Work","Zari Work, Stone Work",Women,,,
48,1751677617-53,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/luxurious-georgette-anarkali-suit-in-black-color-lstv01790.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/b/l/black-anarkali-suit-1-lstv01790.jpg,Luxurious Georgette Anarkali Suit In Black Color,Women,Anarkali,Fancy,Georgette,Santoon,Black,"Festival Wear, Party Wear, Guest Of Wedding Wear",All-season,39900,43%,"Nakshi Work, Hand Work, Kundan Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-42",Black,Heels
49,1751677624-54,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 19,https://www.andaazfashion.com/georgette-charm-pink-anarkali-suit-lstv01792.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/i/pink-anarkali-suit-1-lstv01792.jpg,Georgette Charm Pink Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Pink,"Festival Wear, Wedding Wear, Party Wear, Sangeet, Guest Of Wedding Wear",All-season,43800,23%,"Nakshi Work, Hand Work, Kundan Work, Thread Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-38",Gold,Heels
50,1751677640-55,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/vanila-white-georgette-anarkali-suit-lstv01791.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-anarkali-suit-1-lstv01791.jpg,Vanila White Georgette Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Vanila White,"Festival Wear, Wedding Wear, Party Wear, Sangeet, Guest Of Wedding Wear",All-season,55800,19%,"Nakshi Work, Hand Work, Kundan Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,Not provided,White,Traditional
51,1751677658-57,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/turmeric-yellow-soft-silk-anarkali-suit-lstv110518.html,Printed,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/u/turmeric-yellow-soft-silk-anarkali-suit-lstv110518-1_1_.jpg,Turmeric Yellow Soft Silk Anarkali Suit,Women,Anarkali,Traditional,Soft Silk,Santoon,Turmeric Yellow,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,39900,23%,Printed,Not specified,Women,Not specified,Not specified,Not specified
52,1751677666-58,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/purple-silk-wedding-wear-anarkali-suit-lstv05609.html,"Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/p/u/purple-silk-wedding-wear-anarkali-suit-lstv05609.jpg,Purple Silk wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Silk,Santoon,Purple,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,39900,72%,"Zari Work, Stone Work","Zari Work, Stone Work",Women,"40, 35-42",Gold,Heels
53,1751677674-59,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/peach-net-anarkali-churidar-suit-with-dupatta-dmv14233.html,Santoon,https://assets2.andaazfashion.com/media/catalog/product/d/e/design-no-dmv14233-anarkali-suit-collection-front.jpg,Peach Net Anarkali Churidar Suit With Chiffon Dupatta,Women,Anarkali,Traditional,Net,Santoon,Peach,"Special Events, Parties, Festivals",All-season,69900,72%,Embroidery,Chiffon Dupatta,Women,40-42,Gold,Heels
54,1751677686-60,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/green-silk-with-resham-work-anarkali-suit-lstv02964.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/g/r/green-silk-with-resham-work-anarkali-suit-1-lstv02964.jpg,Green Silk With Resham Work Anarkali Suit,Women,Anarkali,Traditional,Silk,Santoon,Green,"Festival Wear, Party Wear, Diwali, Wedding wear, Mehndi",All-season,47700,26%,"Resham Work, Zari Work, Stone Work, Hand Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching Green or Gold,Heels or Sandals
55,1751677693-61,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/resham-embroidered-georgette-black-anarkali-gown-lstv0026.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/s/a/salwar-kameez-312-j-193_41779256702_o-front.jpg,Resham Embroidered Georgette Black Anarkali Gown,Women,Anarkali,Heavy Work,Georgette,Santoon,Black,"Festival Wear, Party Wear, Eid, Valentine, Bridesmaid Wear, Guest Of Wedding Wear",All-season,100200,45%,"Resham Work, Aari Work, Beads Work, Hand Work, Zardosi Work, Thread Work, Gota Patti Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Black,Heels
56,1751677700-62,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/silk-resham-embroidered-anarkali-suit-in-black-color-lstv02926.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/s/i/silk-resham-embroidered-anarkali-suit-in-black-color-1-lstv02926.jpg,Silk Resham Embroidered Anarkali Suit In Navy Blue Color,Women,Anarkali,Traditional,Silk,Santoon,Navy Blue,"Festival Wear, Wedding Wear, Party Wear, Diwali",All-season,54000,26%,"Resham Work, Zari Work, Hand Work","Top (Included Lining), Bottom and Scarf",Women,,,
57,1751677712-63,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/red-silk-anarkali-suit-with-resham-work-lstv02925.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/r/e/red-silk-anarkali-suit-with-resham-work-1-lstv02925.jpg,Red Silk Anarkali Suit With Resham Work,Women,Anarkali,Traditional,Silk,Santoon,Red,"Festival Wear, Wedding Wear, Party Wear, Karva Chauth",All-season,54000,26%,"Resham Work, Zari Work, Hand Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
58,1751677719-64,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/blue-silk-anarkali-with-churidar-anarkali-suit-lstv110883.html,"Zari Work, Stone Work, Resham Work",https://assets2.andaazfashion.com/media/catalog/product/b/l/blue-silk-anarkali-with-churidar-anarkali-suit-lstv110883-1_1.jpg,Blue Silk Anarkali Suit With Churidar,Women,Anarkali,Traditional,Silk,Santoon,Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,51900,22%,"Zari Work, Stone Work, Resham Work","Zari Work, Stone Work, Resham Work",Women,40-42,Gold,Heels
59,1751677736-65,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/printed-soft-silk-turquoise-blue-anarkali-suit-lstv110515.html,Printed,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-soft-silk-turquoise-blue-anarkali-suit-lstv110515-1.jpg,Printed Poly Silk Turquoise Blue Anarkali Suit,Women,Anarkali,Traditional,Poly Silk,Santoon,Turquoise Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,Printed,Printed,Women,,,
60,1751677747-67,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/georgette-grey-anarkali-suit-lstv01795.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-anarkali-suit-1-lstv01795.jpg,Georgette Grey Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Santoon,Grey,"Festival Wear, Party Wear, Christmas Dresses",All-season,55800,19%,"Zircon Work, Stone Work, Hand Work, Sequins Work, Kundan Work, Thread Work","Top (Included Lining), Bottom and Scarf",Women,,,
61,1751677754-68,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/georgette-anarkali-suit-in-maroon-red-color-lstv01798.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-anarkali-suit-1-lstv01798.jpg,Georgette Anarkali Suit In Maroon Red Color,Women,Anarkali,Traditional,Georgette,Santoon,Maroon Red,"Festival Wear, Wedding Wear, Party Wear, New Year, Sangeet",All-season,55800,27%,"Resham Work, Hand Work, Kundan Work","Top (Included Lining), Bottom and Scarf",Women,,,
62,1751677762-69,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/maya-ali-silk-embroidered-anarkali-suit-in-wine-colour-lstv03710.html,"Resham Work, Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/m/a/maya-ali-silk-embroidered-anarkali-suit-in-wine-colour-lstv03710.jpg.jpg,Maya Ali Silk Embroidered Wedding Anarkali Suit In Wine Colour,Women,Anarkali,Traditional,Taffeta Silk,Lycra,Wine,"Festival Wear, Party Wear",All-season,67800,24%,"Resham Work, Zari Work, Stone Work","Resham Work, Zari Work, Stone Work",Women,40-42,Gold,Heels
63,1751677768-70,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/peach-net-anarkali-churidar-suit-with-dupatta-dmv15088.html,Peach,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv15088-long-anarkali-suit-collection-front.jpg,Peach Net Anarkali Churidar Suit With Dupatta,Women,Anarkali,Contemporary,Net,Net,Peach,"Special Events, Parties, Festivals",All-season,67800,19%,Embroidery,Churidar Suit With Dupatta,Women,"32, 34, 36, 38, 40, 42, 44","Gold, Silver","Heels, Sandals"
64,1751677774-71,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/green-georgette-churidar-suits-dmv13452.html,"Top (Included Lining), Bottom & Dupatta",https://assets2.andaazfashion.com/media/catalog/product/d/e/design-no-dmv13452-anarkali-churidar-suits-front.jpg,Green Georgette Churidar Suit with Chiffon Dupatta,Pakistani Cloth,Salwar Kameez,Contemporary,Georgette,Georgette,Green,Salwar Kameez,All-season,39900,43%,Chiffon Dupatta,"Top (Included Lining), Bottom & Dupatta",Pakistani Women,"40, 42, 44","Green, Silver","Sandals, Heels"
65,1751677782-72,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/attractive-silk-anarkali-suit-in-green-color-lstv01519a.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/t/attractive-silk-anarkali-suit-in-green-color-lstv01519a-1_2_1.jpg,Two Tone Taffeta Silk Anarkali Suit In Persian green color,Women,Anarkali,Fancy,Silk,Lycra,Persian Green,"Wedding Wear, Party Wear, Sangeet, Mahendi, Guest of Wedding Wear, Bridesmaid Wear",All-season,51900,23%,"Stone Work, Zari Work, Resham Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
66,1751677789-73,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/mulberry-purple-embroidered-anarkali-suit-lstv01801.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/u/purple-anarkali-suit-1-lstv01801.jpg,Mulberry Purple Embroidered Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Santoon,Mulberry Purple,"Festival Wear, Wedding Wear, Party Wear, Diwali, New Year, Eid, Karva Chauth, Sangeet",All-season,55500,28%,"Resham Work, Crystal Work, Beads Work, Hand Work, Sequins Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
67,1751677795-74,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/purple-banglori-silk-anarkali-churidar-suit-with-dupatta-dmv14617.html,Purple,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anarkali-churidar-suit-dmv14617.jpg,Purple Banglori Silk Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Banglori Silk,Banglori Silk,Purple,"Special Events, Parties, Festivals",All-season,67800,21%,Embroidery,Anarkali Churidar Suit With Dupatta,Women,"34, 36, 38, 40","Gold, Silver","Heels, Sandals"
68,1751677803-75,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-pale-yellow-color-with-hand-embroidered-lstv0522.html,"Zari Work, Zardosi Work, Resham Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv0522-yellow_1.jpg,Banglori Silk Wedding Anarkali Suit In Pale Yellow Color,Women,Anarkali,Traditional,Banglori Silk,Santoon/Lycra,Pale Yellow,"Festival Wear, Wedding Wear, Party Wear, Guest Of Wedding Wear, Sangeet",All-season,72000,72%,"Zari Work, Zardosi Work, Resham Work, Stone Work","Zari Work, Zardosi Work, Resham Work, Stone Work",Women,40-42,Gold,Heels
69,1751677806-76,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/navy-blue-silk-party-wear-anarkali-suit-lstv05607.html,"Resham Work, Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-silk-party-wear-anarkali-suit-lstv05607.jpg,Navy Blue Silk Party Wear Anarkali Suit With Chiffon Dupatta,Women,Anarkali,Traditional,Silk,Silk,Navy Blue,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,47700,72%,"Resham Work, Zari Work, Stone Work",Chiffon Dupatta,Women,,,
70,1751677813-77,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-light-grey-with-hand-embroidered-lstv0522.html,"Zari Work, Zardosi Work, Resham Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv0522-gray_1.jpg,Banglori Silk Wedding Anarkali Suit In Light Grey Color,Women,Anarkali,Traditional,Banglori Silk,Santoon/Lycra,Light Grey,"Festival Wear, Wedding Wear, Party Wear, Guest Of Wedding Wear, Sangeet",All-season,72000,72%,"Zari Work, Zardosi Work, Resham Work, Stone Work","Zari Work, Zardosi Work, Resham Work, Stone Work",Women,40-42,Silver,Heels
71,1751677820-78,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/red-georgette-anarkali-churidar-suit-with-dupatta-dmv14266.html,Red,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv14266-designer-anarkali-collection-front.jpg,Red Georgette Anarkali Churidar Suit With Chiffon Dupatta,Women,Anarkali,Traditional,Georgette,Georgette,Red,"Special Events, Parties, Festivals",All-season,39900,51%,Embroidery,Chiffon Dupatta,Women,34-52,"Gold, Silver","Heels, Sandals"
72,1751677826-79,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18,https://www.andaazfashion.com/burgundy-maroon-velvet-abaya-style-gown-lstv114896.html,Plain,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-velvet-abaya-style-gown-lstv114896-1.jpg,Burgundy Maroon Velvet Abaya Style Gown,Women,Anarkali,Contemporary,Velvet,Lycra,Burgundy Maroon,"Party Wear, Festival Wear",All-season,54000,40%,Plain,Plain,Muslim Women,40-42,Black,Heels
