,web-scraper-order,web-scraper-start-url,Products-href,Style,Festival ,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
170,1751712381-75,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/men-navy-blue-asymmetrical-kurta-with-dhoti-mkpv0474.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/m/e/mens-navy-blue-assymetrical-kurta-with-dhoti-mkpv0474_1.jpg,Men Navy Blue Asymmetrical Kurta With Dhoti,Pakistani Cloth,Kurta Pajama,Wedding,Silk,Silk,Navy Blue,Wedding,All-season,29700,27%,,,Men,,,
171,1751712402-76,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/men-teal-blue-asymmetrical-eid-special-pakistani-kurta-dhoti-mkpv0477.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/m/e/men-teal-blue-asymmetrical-eid-special-pakistani-kurta-dhoti-mkpv0477_1.jpg,Men Teal Blue Asymmetrical Wedding Special Pakistani Kurta Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Teal Blue,Wedding,All-season,29700,27%,,,Pakistani Men,,,
172,1751712415-77,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-gold-mens-dhoti-kurta-mkpa01163.html,Straight Cut,Gold,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-gold-mens-dhoti-kurta-mkpa01163-1.jpg,Dupion Silk Gold Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Gold,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,43%,Thread Work,,Men,,,
173,1751712428-78,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-white-men-kurta-with-dhoti-mkpa0643.html,Asymmetric,"Diwali, Eid, Gur Purab, Lohri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-white-men-kurta-with-dhoti-mkpa0643-1.jpg,Dupion Silk White Color Kurta with Dhoti for Men,Men,Kurta Dhoti,Asymmetric,Dupion Silk,Dupion Silk,Pure White,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,72%,Plain,Top (Kurta) & Bottom (Dhoti),Men,"40, 32-36",White,Traditional
174,1751712435-79,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/deep-red-dupion-silk-plain-mens-dhoti-kurta-mkpa01166.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/d/e/deep-red-dupion-silk-plain-mens-dhoti-kurta-mkpa01166-1.jpg,Deep Red Dupion Silk Plain Men's Dhoti Kurta,Indian Cloth,Trouser Suit,Traditional,Silk,Silk,Deep Red,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,20%,Thread Work,,Men,,,
175,1751712454-80,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/plain-dupion-silk-white-mens-dhoti-kurta-mkpa01171.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-white-mens-dhoti-kurta-mkpa01171-1.jpg,Plain Dupion Silk White Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,White,"Party Wear, Festival, Sangeet",All-season,27600,27%,Thread Work,,Men,,,
176,1751712463-81,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dark-blue-dupion-silk-plain-men-kurta-dhoti-mkpa01320.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-blue-dupion-silk-plain-men-kurta-dhoti-mkpa01320-1.jpg,Dark Blue Dupion Silk Plain Men Kurta Dhoti,Men,Kurta Pajama,Straight Cut,Silk,Silk,Dark Blue,"Wedding, Guest Wedding Wear, Festival",All-season,27600,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,Unknown,Matching,Traditional
177,1751712474-82,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/plain-dupion-silk-black-men-kurta-dhoti-mkpa01318.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-black-men-kurta-dhoti-mkpa01318-1.jpg,Rayon Turmeric Yellow Printed Men Kurta Pajama for Wedding,Men,Kurta Pajama,Straight Cut,Silk,Silk,Turmeric Yellow,"Wedding, Guest Wedding Wear, Festival",All-season,27600,43%,Printed,Top (Kurta) & Bottom (Pajama),Men,,,
178,1751712486-83,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/white-dupion-silk-men-kurta-with-dhoti-mkpa0585.html,Straight Cut,"Navratri,",https://assets2.andaazfashion.com/media/catalog/product/w/h/white-dupion-silk-men-kurta-with-dhoti-mkpa0585-1.jpg,White Dupion Silk Men Kurta With Dhoti,Indian Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure White,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",White,Traditional
179,1751712490-84,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-teal-green-men-kurta-with-dhoti-mkpa0590.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-teal-green-men-kurta-with-dhoti-mkpa0590-1.jpg,Dupion Silk Teal Green Kurta With Dhoti for Men,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Teal Green,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
180,1751712493-85,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/white-dupion-silk-straight-cut-plain-men-kurta-dhoti-mkpa01323.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-straight-cut-plain-men-kurta-dhoti-mkpa01323-1.jpg,White Dupion Silk Straight Cut Plain Men Kurta Dhoti,Men,Kurta Dhoti,Traditional,Silk,Silk,White,Wedding,All-season,27600,43%,Plain,,Men,,,
181,1751712496-86,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/plain-dupion-silk-light-maroon-men-kurta-dhoti-mkpa01316.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-light-maroon-men-kurta-dhoti-mkpa01316-1.jpg,Plain Dupion Silk Light Maroon Men Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Light Maroon,Wedding,All-season,27600,43%,Plain,,Men,,,
182,1751712503-88,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dark-blue-dupion-silk-plain-men-dhoti-kurta-mkpa0138.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-blue-dupion-silk-plain-men-dhoti-kurta-mkpa0138-1.jpg,Dark Blue Dupion Silk Plain Men Dhoti Kurta,Men,Kurta,Straight Cut,Silk,Silk,Dark Blue,Wedding,All-season,29700,27%,Plain,Top (Kurta) & Bottom (Pajama),Men,One size fits all,Black,Traditional
183,1751712510-89,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/chikko-brown-dupion-silk-plain-men-dhoti-kurta-mkpa0131.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/chikko-brown-dupion-silk-plain-men-dhoti-kurta-mkpa0131-1.jpg,Chikko Brown Dupion Silk Plain Men Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Brown,Wedding,All-season,29700,24%,Plain,,Men,,,
184,1751712514-90,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/chikko-brown-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0137.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/chikko-brown-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0137-1.jpg,Chikko Brown Dupion Silk Straight Cut Men Plain Dhoti Kurta,Men,Kurta,Straight Cut,Silk,Silk,Chikko Brown,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
185,1751712517-91,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-navy-blue-men-kurta-dhoti-mkpa01315.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-navy-blue-men-kurta-dhoti-mkpa01315-1.jpg,Plain Men Kurta Pajama in Rayon Crocodile Green for Mehndi,Men,Kurta Pajama,Straight Cut,Silk,Silk,Rayon Crocodile Green,Wedding,All-season,27600,21%,Plain,,Men,,,
186,1751712520-92,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/cream-dupion-silk-plain-men-kurta-dhoti-mkpa01321.html,Straight Cut,Cream,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-dupion-silk-plain-men-kurta-dhoti-mkpa01321-1.jpg,Cream Dupion Silk Plain Men Kurta Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Cream,Wedding,All-season,27600,43%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,,,
187,1751712523-93,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-silk-cream-beige-men-dhoti-kurta-mkpa0133.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-silk-cream-beige-men-dhoti-kurta-mkpa0133-1.jpg,Plain Silk Cream Beige Men Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Cream Beige,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
188,1751712526-94,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/red-dupion-silk-plain-men-kurta-dhoti-mkpa01300.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-dupion-silk-plain-men-kurta-dhoti-mkpa01300-1.jpg,Men Kurta Pajama in Navy Blue Dupion Silk for Wedding Wear,Indian Cloth,Salwar Kameez,Traditional,Silk,Silk,Navy Blue,Wedding Wear,All-season,29700,27%,Lace,Top (Kurta) & Bottom (Pajama),Men,Unknown,Navy Blue,Traditional
189,1751712530-95,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/embroidered-jacquard-trombone-yellow-father-son-duo-dhoti-kurta-mkpa02211.html,Straight Cut,"Diwali,Eid,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-jacquard-trombone-yellow-father-son-duo-dhoti-kurta-mkpa02211-1.jpg,Embroidered Jacquard Trombone Yellow Father Son Duo Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Jacquard,Dupion Silk,Trombone Yellow,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,20%,Woven,Top (Kurta) & Bottom (Pajama),Men,"42, 36-40",Brown,Traditional
190,1751712533-96,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/jacquard-coral-peach-father-son-duo-dhoti-kurta-mkpa02212.html,Wedding Wear,Coral Peach,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/j/a/jacquard-coral-peach-father-son-duo-dhoti-kurta-mkpa02212-1.jpg,Jacquard Coral Peach Father Son Duo Dhoti Kurta,Men,Kurta Pajama,Wedding Wear,Jacquard,Dupion Silk,Coral Peach,"Diwali, Eid, Gur Purab, Lohri, Navratri",All-season,43800,21%,"Resham Work, Thread Work, Woven, Zari",Top (Kurta) & Bottom (Pajama),Men,Not specified,Matching,Traditional
191,1751712536-97,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/maroon-dupion-silk-men-kurta-with-dhoti-mkpa01470.html,Indo Western,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-dupion-silk-men-kurta-with-dhoti-mkpa01470-1.jpg,Maroon Dupion Silk Men's Kurta With Dhoti,Indian Cloth,Kurta,Indo Western,Silk,Silk,Maroon,Wedding,All-season,29700,25%,,,Men,,,
192,1751712539-98,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/mens-purple-asymmetrical-kurta-with-dhoti-mkpv0475.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/mens-purple-asymmetrical-kurta-with-dhoti-mkpv0475.jpg,Mens Purple Asymmetrical Kurta With Dhoti,Indian Cloth,Kurta,Traditional,Silk,Silk,Purple,Wedding,All-season,29700,27%,,,Men,,,
193,1751712543-99,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/dark-brown-dupion-silk-straight-cut-mens-kurta-dhoti-mkpa01464.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-dupion-silk-straight-cut-mens-kurta-dhoti-mkpa01464-1.jpg,Dark Brown Dupion Silk Straight Cut Men's Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Dark Brown,Wedding,All-season,27600,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
194,1751712546-100,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/maroon-dupion-silk-plain-mens-kurta-dhoti-mkpa01463.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-dupion-silk-plain-mens-kurta-dhoti-mkpa01463-1.jpg,Maroon Dupion Silk Plain Men's Kurta Dhoti,Men,Kurta,Straight Cut,Silk,Silk,Maroon,Wedding,All-season,27600,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
195,1751712550-101,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/teal-green-dupion-silk-plain-mens-kurta-dhoti-mkpa01466.html,Straight Cut,Green,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-green-dupion-silk-plain-mens-kurta-dhoti-mkpa01466-1.jpg,Teal Green Dupion Silk Plain Men's Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Teal Green,Wedding,All-season,27600,72%,Plain,,Men,,,
196,1751712558-102,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/eid-special-ready-to-wear-off-white-kurta-with-beige-dhoti-mkpv0433.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/i/eid-special-ready-to-wear-off-white-kurta-with-beige-dhoti-mkpv0433.jpg,Wedding Special Ready to Wear Off White Kurta With Beige Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Off White,Wedding,All-season,33900,43%,None,Top (Kurta) & Bottom (Dhoti),Pakistani Women,40-42,Beige,Traditional
197,1751712561-103,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/readymade-black-kurta-with-grey-dhoti-for-eid-mkpv0435.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/readymade-black-kurta-with-grey-dhoti-for-eid-mkpv0435.jpg,Readymade Black Kurta With Grey Dhoti for Wedding & Party,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Black,"Wedding, Party",All-season,33900,43%,Embroidery,Top (Kurta) & Bottom (Pajama),Pakistani Women,"40, 32-36",Black,Traditional
198,1751712564-104,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-sea-blue-men-kurta-pajama-mkpa04328.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-sea-blue-men-kurta-pajama-mkpa04328-1.jpg,Plain Dupion Silk Sea Blue Men Kurta Pajama,Men,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Sea Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,25800,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
199,1751712568-105,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-beige-dupion-silk-men-kurta-pajama-mkpa04331.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-beige-dupion-silk-men-kurta-pajama-mkpa04331-1.jpg,Plain Beige Dupion Silk Men Kurta Pajama,Men,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,24%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 42, 44",Brown,Traditional
200,1751712571-106,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/dark-brown-dupion-silk-plain-men-kurta-dhoti-mkpa01322.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-dupion-silk-plain-men-kurta-dhoti-mkpa01322-1.jpg,Dark Brown Dupion Silk Plain Men Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Dark Brown,Wedding,All-season,27600,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
201,1751712575-107,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/men-pakistani-maroon-and-beige-self-design-kurta-with-dhoti-for-eid-mkpv0431.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-pakistani-maroon-and-beige-self-design-kurta-with-dhoti-for-eid-mkpv0431_2_.jpg,Men Pakistani Maroon And Beige Self Design Kurta With Dhoti for Wedding & Party,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Maroon,"Wedding, Party",All-season,33900,43%,Self Design,Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Beige,Traditional
202,1751712578-108,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/navy-blue-dupion-silk-side-slit-men-kurta-with-dhoti-mkpa01472.html,Indo Western,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-dupion-silk-side-slit-men-kurta-with-dhoti-mkpa01472-1.jpg,Navy Blue Dupion Silk Side Slit Men Kurta With Dhoti,Men,Kurta,Indo Western,Dupion Silk,Dupion Silk,Navy Blue,Wedding,All-season,29700,43%,,,Men,,,
203,1751712581-109,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/brown-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01467.html,Indo Western,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/r/brown-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01467-1.jpg,Brown Dupion Silk Indo-Western Men Kurta With Dhoti,Men,Kurta,Indo Western,Silk,Silk,Brown,Wedding,All-season,29700,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
204,1751712585-110,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/dark-green-dupion-silk-side-slit-men-kurta-with-dhoti-mkpa01471.html,Indo Western,Green,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-dupion-silk-side-slit-men-kurta-with-dhoti-mkpa01471-1.jpg,Dark Green Dupion Silk Side Slit Men Kurta With Dhoti,Men,Kurta,Indo Western,Dupion Silk,Dupion Silk,Dark Green,Wedding,All-season,29700,43%,,,Men,,,
205,1751712588-111,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/white-dupion-silk-men-kurta-with-dhoti-mkpa01469.html,Indo Western,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-men-kurta-with-dhoti-mkpa01469-1.jpg,White Dupion Silk Indo Western Dhoti Kurta,Men,Trouser Suit,Contemporary,Silk,Silk,White,Wedding,All-season,57900,28%,,,Men,,,
206,1751712591-112,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/gold-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01468.html,Indo Western,Gold,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/o/gold-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01468-1.jpg,Gold Dupion Silk Indo-Western Men Kurta With Dhoti,Men,Trouser Suit,Contemporary,Dupion Silk,Dupion Silk,Gold,Wedding,All-season,29700,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
207,1751712598-114,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-cream-dupion-silk-men-dhoti-kurta-with-red-printed-dupatta-mkpa01119.html,A Line,Cream,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-cream-dupion-silk-men-dhoti-kurta-with-red-printed-dupatta-mkpa01119-1.jpg,Plain Cream Dupion Silk Men Dhoti Kurta With Red Printed Dupatta,Men,Trouser Suit,A Line,Dupion Silk,Dupion Silk,Cream,Festival,All-season,39900,24%,Printed Dupatta,Top (Kurta) & Bottom (Pajama),Men,,,
208,1751712601-115,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-dark-maroon-men-dhoti-kurta-with-printed-dupatta-mkpa01127.html,A Line,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-dark-maroon-men-dhoti-kurta-with-printed-dupatta-mkpa01127-1.jpg,Plain Dupion Silk Dark Maroon Men Dhoti Kurta With Printed Dupatta,Men,Trouser Suit,A Line,Silk,Silk,Dark Maroon,Wedding,All-season,39900,24%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
209,1751712607-117,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/black-dupion-silk-plain-men-kurta-dhoti-mkpa01289.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-plain-men-kurta-dhoti-mkpa01289-1.jpg,Navy Blue Straight Cut Silk Men Kurta Pajama for Sangeet,Men,Kurta Pajama,Straight Cut,Silk,Silk,Navy Blue,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
210,1751712611-118,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/cream-beige-dupion-silk-plain-men-dhoti-kurta-mkpa0139.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-dupion-silk-plain-men-dhoti-kurta-mkpa0139-1.jpg,Cream Beige Dupion Silk Plain Men Dhoti Kurta,Men,Trouser Suit,Traditional,Dupion Silk,Dupion Silk,Cream Beige,Wedding,All-season,29700,23%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
211,1751712614-119,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/black-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0134.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0134-1.jpg,Black Dupion Silk Straight Cut Men Plain Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Black,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
212,1751712617-120,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-light-maroon-men-dhoti-kurta-mkpa0135.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-light-maroon-men-dhoti-kurta-mkpa0135-1.jpg,Plain Dupion Silk Light Maroon Men Dhoti Kurta,Men,Kurta,Straight Cut,Silk,Silk,Light Maroon,Wedding,All-season,29700,43%,Plain,,Men,,,
213,1751712620-121,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-dusty-black-men-dhoti-kurta-mkpa0140.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-dusty-black-men-dhoti-kurta-mkpa0140-1.jpg,Plain Dupion Silk Dusty Black Men Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Dusty Black,Wedding,All-season,29700,19%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
214,1751712624-122,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/white-dupion-silk-straight-cut-plain-men-dhoti-kurta-mkpa0136.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-straight-cut-plain-men-dhoti-kurta-mkpa0136-1.jpg,White Dupion Silk Straight Cut Plain Men Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,White,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Dhoti),Men,,,
