,product_name,main_category,Category Style,categorize_outfit,occasion,season,Gender,fit_type,fabric,work_details,color_category,shoe_color,shoe_style,price_pkr,discount,Image URL-src,Products-href,web-scraper-start-url
52,Sage Green Plain Art Silk Men Kurta With Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Spring,Male,Multi Size,Silk,Plain,Greens,Brown,Traditional,43200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/sage-green-plain-art-silk-men-kurta-with-churidar-mkpa0485-1.jpg,https://www.andaazfashion.co.uk/sage-green-plain-art-silk-men-kurta-with-churidar-mkpa0485.html,https://www.andaazfashion.co.uk/men/weddingwear?p=70
54,Light Mauve Cotton Embroidered Straight Cut Men Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Summer,Male,Single Size,Cotton,"Resham Work, Thread Work",Purples & Mauves,Brown,Traditional,20700,15.0,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-mauve-cotton-embroidered-straight-cut-men-kurta-pajama-mkpa07750-1.jpg,https://www.andaazfashion.co.uk/light-mauve-cotton-embroidered-straight-cut-men-kurta-pajama-mkpa07750.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=81
55,Zari Embroidered Jacquard Light Beige Men Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Resham Work, Thread Work, Zari",White & Off‑Whites,Brown,Traditional,89700,43.0,https://assets2.andaazfashion.com/media/catalog/product/3/9/39.jpg,https://www.andaazfashion.co.uk/zari-embroidered-jacquard-light-beige-men-sherwani-mstv02261.html,https://www.andaazfashion.co.uk/men/sherwani?p=24
57,Black Velvet Sequins Embroidered Straight Cut Men'S Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Synthetic,"Resham Work, Sequins Work, Thread Work",Black & Greys,Black,Traditional,77400,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-velvet-sequins-embroidered-straight-cut-mens-sherwani-mstv03919-1.jpg,https://www.andaazfashion.co.uk/black-velvet-sequins-embroidered-straight-cut-mens-sherwani-mstv03919.html,https://www.andaazfashion.co.uk/men/sherwani?p=30
58,Wedding Wear Pure Black Silk Kurta Pajama with Brocade Jacket,Men's Ethnic Wear,Traditional,Nehru Jacket,Party/Festive,Winter,Male,Mixed Range,Silk,Plain,Black & Greys,Black,Traditional,49200,72.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-silk-plain-men-kurta-with-churidar-mkpa0597-1.jpg,https://www.andaazfashion.co.uk/black-silk-plain-men-kurta-with-churidar-mkpa0597.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=63
59,White Dupion Silk Plain Men Dhoti Kurta,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Wedding/Formal,Summer,Male,Mixed Range,Silk,Plain,White & Off‑Whites,White,Traditional,22200,43.0,https://assets2.andaazfashion.com/media/catalog/product/w/h/white-dupion-silk-plain-men-dhoti-kurta-mkpa0118-1.jpg,https://www.andaazfashion.co.uk/white-dupion-silk-plain-men-dhoti-kurta-mkpa0118.html,https://www.andaazfashion.co.uk/men/weddingwear?p=70
60,Salmon Peach Dupion Silk Embroidered Men Kurta,Men's Ethnic Wear,Traditional,Kurta,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Thread Work",Oranges,Brown,Traditional,25200,26.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-peach-dupion-silk-embroidered-men-kurta-mkv00165-1.jpg,https://www.andaazfashion.co.uk/salmon-peach-dupion-silk-embroidered-men-kurta-mkv00165.html,https://www.andaazfashion.co.uk/men/weddingwear?p=23
61,Classic Cream Beige Dupion Silk Men's Kurta with Churidar Set,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,White & Off‑Whites,Dark Grey,Traditional,37200,72.0,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-cream-beige-jacket-style-mens-kurta-churidar-mkpa04831-1.jpg,https://www.andaazfashion.co.uk/dupion-silk-cream-beige-jacket-style-mens-kurta-churidar-mkpa04831.html,https://www.andaazfashion.co.uk/men/weddingwear?p=44
62,Blue Linen Churidar Men Kurta,Men's Ethnic Wear,Traditional,Churidar Suit,Party/Festive,Summer,Male,Mixed Range,Cotton,Plain,Multi / Mixed & Others,Blue,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/blue-linen-churidar-men-kurta-mkpa0450-1.jpg,https://www.andaazfashion.co.uk/blue-linen-churidar-men-kurta-mkpa0450.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=87
63,Light Peach Art Silk Men's Kurta Churidar With Waistcoat,Men's Ethnic Wear,Fancy,Waistcoat,Wedding/Formal,Summer,Male,Range,Silk,Plain Work,Multi / Mixed & Others,Brown,Traditional,41700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-peach-art-silk-mens-kurta-churidar-with-waistcoat-mkpa06168-1.jpg,https://www.andaazfashion.co.uk/light-peach-art-silk-mens-kurta-churidar-with-waistcoat-mkpa06168.html,https://www.andaazfashion.co.uk/men/weddingwear?p=97
64,Light Grey Plain Linen Jodhpuri Style Men's Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Summer,Male,Single Size,Cotton,Plain Work,Black & Greys,Black,Traditional,89700,16.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-grey-plain-linen-jodhpuri-style-mens-sherwani-mstv04138-1.jpg,https://www.andaazfashion.co.uk/light-grey-plain-linen-jodhpuri-style-mens-sherwani-mstv04138.html,https://www.andaazfashion.co.uk/men/sherwani?p=10
65,Dusty Pink Silk Plain Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Casual,Summer,Male,Range,Silk,Plain Work,Pinks,Brown,Traditional Sandals,13200,43.0,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-pink-silk-plain-straight-cut-mens-kurta-pajama-mkpa07242-1.jpg,https://www.andaazfashion.co.uk/dusty-pink-silk-plain-straight-cut-mens-kurta-pajama-mkpa07242.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=84
66,Beige Linen Cotton Straight Cut Men's Kurta Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Party/Festive,Summer,Male,Mixed Range,Cotton,"Patch Work, Embroidered Collar",White & Off‑Whites,Brown,Traditional Sandals,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-linen-cotton-straight-cut-mens-kurta-churidar-mkpa03796-1.jpg,https://www.andaazfashion.co.uk/beige-linen-cotton-straight-cut-mens-kurta-churidar-mkpa03796.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=83
67,Indo-Western Steel Grey Woven Zari Art Silk Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Lace Work, Weaved Thread Work, Zari Work",Black & Greys,Black,Traditional,68700,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/i/n/indo-western-steel-grey-woven-zari-art-silk-mens-sherwani-mstv03670-1.jpg,https://www.andaazfashion.co.uk/indo-western-steel-grey-woven-zari-art-silk-mens-sherwani-mstv03670.html,https://www.andaazfashion.co.uk/men/weddingwear?p=24
68,Black Jacket Style Silk Embroidered Men's Sherwani For Sangeet,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,Black & Greys,Black,Traditional,77700,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-jacket-style-silk-embroidered-mens-sherwani-for-sangeet-mstv03810-1.jpg,https://www.andaazfashion.co.uk/black-jacket-style-silk-embroidered-mens-sherwani-for-sangeet-mstv03810.html,https://www.andaazfashion.co.uk/men/sherwani?p=31
69,Light Peach Silk Embroidered Indo Western Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work",Multi / Mixed & Others,Matching,Traditional,49200,14.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-peach-silk-embroidered-indo-western-mens-sherwani-mstv04214-1.jpg,https://www.andaazfashion.co.uk/light-peach-silk-embroidered-indo-western-mens-sherwani-mstv04214.html,https://www.andaazfashion.co.uk/men/sherwani?p=19
70,Lavender Pink Rayon Straight Cut Printed Men's Kurta Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Party/Festive,Summer,Male,Range,Synthetic,"Thread Work, Printed",Purples & Mauves,Black,Traditional,17700,23.0,https://assets2.andaazfashion.com/media/catalog/product/l/a/lavender-pink-rayon-straight-cut-printed-mens-kurta-churidar-mkpa08041-1.jpg,https://www.andaazfashion.co.uk/lavender-pink-rayon-straight-cut-printed-mens-kurta-churidar-mkpa08041.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=86
71,Silk Light Orange Men's Kurta Pajama With Embroidered Jacket,Men's Ethnic Wear,Fancy,Nehru Jacket,Wedding/Formal,Summer,Male,Range,Silk,Resham thread and sequins work,Oranges,Brown,Traditional,53700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-light-orange-mens-kurta-pajama-with-embroidered-jacket-mkpa08007-1.jpg,https://www.andaazfashion.co.uk/silk-light-orange-mens-kurta-pajama-with-embroidered-jacket-mkpa08007.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=56
73,Plain Wine Maroon Silk Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,Reds,Black,Formal Shoes,89700,12.0,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-wine-maroon-silk-jodhpuri-style-mens-sherwani-mstv04064-1.jpg,https://www.andaazfashion.co.uk/plain-wine-maroon-silk-jodhpuri-style-mens-sherwani-mstv04064.html,https://www.andaazfashion.co.uk/men/sherwani?p=22
74,Navy Blue Art Silk Achkan Men Sherwani,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,Digital Print,Blues,Black,Traditional,55200,24.0,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-art-silk-achkan-men-sherwani-mstv02610-1.jpg,https://www.andaazfashion.co.uk/navy-blue-art-silk-achkan-men-sherwani-mstv02610.html,https://www.andaazfashion.co.uk/men/sherwani?p=48
76,Plum Purple Dupion Silk Embroidered Straight Cut Men's Kurta With Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Summer,Male,Single Size,Silk,"Lace Work, Resham Work, Thread Work",Purples & Mauves,Black,Traditional,26700,22.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plum-purple-dupion-silk-embroidered-straight-cut-mens-kurta-with-churidar-mkpa08764-1.jpg,https://www.andaazfashion.co.uk/plum-purple-dupion-silk-embroidered-straight-cut-mens-kurta-with-churidar-mkpa08764.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=117
77,Plain Navy Blue Silk Men's Coat Pant,Men's Ethnic Wear,Contemporary,Jodhpuri Suit,Party/Festive,Winter,Male,Single Size,Silk,Plain,Blues,Black,Traditional,47700,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/c/mcp21.jpg,https://www.andaazfashion.co.uk/plain-navy-blue-silk-mens-coat-pant-mcp21.html,https://www.andaazfashion.co.uk/men/coat-pant?p=1
78,Teal Blue Silk Embroidered Men Kurta Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Casual,Summer,Male,Mixed Range,Silk,"Resham thread, zari, Dori work",Blues,Brown,Traditional,26700,43.0,https://assets2.andaazfashion.com/media/catalog/product/t/e/teal-blue-silk-embroidered-men-kurta-churidar-mkv006-1.jpg,https://www.andaazfashion.co.uk/teal-blue-silk-embroidered-men-kurta-churidar-mkv006.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=85
79,Jacquard Woven Zari Mint Blue Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Synthetic,"Weaved Thread Work, Zari Work",Greens,Black,Traditional,64200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/j/a/jacquard-woven-zari-mint-blue-mens-sherwani-mstv03588-1.jpg,https://www.andaazfashion.co.uk/jacquard-woven-zari-mint-blue-mens-sherwani-mstv03588.html,https://www.andaazfashion.co.uk/men/sherwani?p=33
80,Linen Light Grey Resham Embroidered Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Party/Festive,Summer,Male,Single Size,Cotton,"Resham Work, Sequins Work, Thread Work",Black & Greys,Black,Traditional,23700,22.0,https://assets2.andaazfashion.com/media/catalog/product/l/i/linen-light-grey-resham-embroidered-straight-cut-mens-kurta-pajama-mkpa08104-1.jpg,https://www.andaazfashion.co.uk/linen-light-grey-resham-embroidered-straight-cut-mens-kurta-pajama-mkpa08104.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=81
81,Cotton Silk Black Men's Kurta Salwar For Festival,Men's Ethnic Wear,Traditional,Salwar Suit,Wedding/Formal,Summer,Male,Single Size,Cotton,Plain Work,Black & Greys,Black,Traditional,23700,40.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-silk-black-mens-kurta-salwar-for-festival-mkpa08969-1.jpg,https://www.andaazfashion.co.uk/cotton-silk-black-mens-kurta-salwar-for-festival-mkpa08969.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=90
82,Sage Green Printed Banarasi Silk Men's Kurta Churidar,Men's Ethnic Wear,Printed,Churidar Suit,Party/Festive,Summer,Male,Single Size,Silk,Printed,Greens,Brown,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/sage-green-printed-banarasi-silk-mens-kurta-churidar-mkpa03786-1.jpg,https://www.andaazfashion.co.uk/sage-green-printed-banarasi-silk-mens-kurta-churidar-mkpa03786.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=84
83,Elegant Plain Charcoal Jodhpuri Silk Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,Black & Greys,Black,Formal Shoes,89700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-charcoal-grey-plain-jodhpuri-style-mens-sherwani-mstv03993-1.jpg,https://www.andaazfashion.co.uk/silk-charcoal-grey-plain-jodhpuri-style-mens-sherwani-mstv03993.html,https://www.andaazfashion.co.uk/men/sherwani?p=29
84,Cream Silk Printed Jacket Style Men's Kurta Pajama,Men's Ethnic Wear,Fancy,Jacket Style Outfit,Wedding/Formal,Winter,Male,Single Size,Silk,"Sequins Work, Printed",White & Off‑Whites,Beige,Traditional,62700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-silk-printed-jacket-style-mens-kurta-pajama-mkpa08544-1.jpg,https://www.andaazfashion.co.uk/cream-silk-printed-jacket-style-mens-kurta-pajama-mkpa08544.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=121
86,Black Traditional Party Wear Men Kurta Pajama in Dupion Silk,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Winter,Male,Mixed Range,Silk,Plain,Black & Greys,Black,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-art-silk-black-mens-kurta-pajama-mkpa01566-1.jpg,https://www.andaazfashion.co.uk/plain-art-silk-black-mens-kurta-pajama-mkpa01566.html,https://www.andaazfashion.co.uk/men/weddingwear?p=94
87,Plain Dupion Silk Red Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Summer,Male,Mixed Range,Silk,Plain,Reds,Black,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-red-mens-kurta-pajama-mkpa0169-1.jpg,https://www.andaazfashion.co.uk/plain-dupion-silk-red-mens-kurta-pajama-mkpa0169.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=48
88,Pale Yellow Jacquard Straight Cut Men Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Woven, Zardosi, Zari",Yellows,Brown,Traditional,76200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pale-yellow-jacquard-straight-cut-men-sherwani-mstv01058-1.jpg,https://www.andaazfashion.co.uk/pale-yellow-jacquard-straight-cut-men-sherwani-mstv01058.html,https://www.andaazfashion.co.uk/men/weddingwear?p=72
89,Black Dupion Silk Embroidered Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Stone Work, Thread Work",Black & Greys,Black,Traditional,28200,16.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08652-1.jpg,https://www.andaazfashion.co.uk/black-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08652.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=117
90,Plain Silk Peach Jacket Style Men's Coat Pant,Men's Ethnic Wear,Fancy,Jodhpuri Suit,Wedding/Formal,Summer,Male,Range,Silk,Plain Work,Multi / Mixed & Others,Matching Peach,Formal Shoes,77700,43.0,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-silk-peach-jacket-style-mens-sherwani-mstv03542-1.jpg,https://www.andaazfashion.co.uk/plain-silk-peach-jacket-style-mens-sherwani-mstv03542.html,https://www.andaazfashion.co.uk/men/weddingwear?p=22
91,Silk Pale Pink Jodhpuri Style Weaved Thread Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Summer,Male,Range,Silk,Weaved Thread Work,Pinks,Black,Formal Shoes,89700,28.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-pale-pink-jodhpuri-style-weaved-thread-mens-sherwani-mstv03960-1.jpg,https://www.andaazfashion.co.uk/silk-pale-pink-jodhpuri-style-weaved-thread-mens-sherwani-mstv03960.html,https://www.andaazfashion.co.uk/men/coat-pant?p=3
92,Woven Zari Pale Yellow Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Woven, Zari",Yellows,Brown,Traditional,38700,43.0,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-pale-yellow-mens-sherwani-mstv01904-1.jpg,https://www.andaazfashion.co.uk/woven-zari-pale-yellow-mens-sherwani-mstv01904.html,https://www.andaazfashion.co.uk/men/sherwani?p=50
93,Gold Dupion Silk Indo-Western Men Kurta With Dhoti,Men's Ethnic Wear,Contemporary,Indo-Western,Wedding/Formal,Winter,Male,Multi Size,Silk,Gold,Golds & Metallics,Gold,Traditional,22200,43.0,https://assets2.andaazfashion.com/media/catalog/product/g/o/gold-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01468-1.jpg,https://www.andaazfashion.co.uk/gold-dupion-silk-indo-western-men-kurta-with-dhoti-mkpa01468.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=46
94,Green Dupion Silk Men Kurta With Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Spring,Male,Mixed Range,Silk,Printed,Greens,Green,Traditional,26700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/green-dupion-silk-men-kurta-with-churidar-mkpa01483-1.jpg,https://www.andaazfashion.co.uk/green-dupion-silk-men-kurta-with-churidar-mkpa01483.html,https://www.andaazfashion.co.uk/men/weddingwear?p=47
95,Mauve Taupe Viscose Silk Men's Kurta Pajama With Embroidered Jacket,Men's Ethnic Wear,Fancy,Nehru Jacket,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work, Zari Work",Purples & Mauves,Brown,Traditional,35700,20.0,https://assets2.andaazfashion.com/media/catalog/product/m/a/mauve-taupe-viscose-silk-mens-kurta-pajama-with-embroidered-jacket-mkpa09137-1.jpg,https://www.andaazfashion.co.uk/mauve-taupe-viscose-silk-mens-kurta-pajama-with-embroidered-jacket-mkpa09137.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=124
